category,condition_grade,return_reason,original_price,inbound_shipping_cost,final_decision,hazardous_goods_flag,co2_saved_refurb_vs_landfill,profit
Kitchen,B,02_changed_mind,14637,236,liquidate,0,0.0,-850
Electronics,A,02_changed_mind,7115,253,liquidate,0,0.0,976
Apparel,B,03_damaged_shipping,16861,98,liquidate,0,0.0,469
Apparel,A,03_damaged_shipping,20590,285,recycle,1,0.0,9
Beauty,B,01_defective,5511,401,refurbish,0,2.4880785043738567,15581
Kitchen,A,01_defective,8747,93,refurbish,0,3.9107374571517153,11445
Beauty,A,02_changed_mind,15431,145,keep_it,0,0.0,75
Kitchen,A,03_damaged_shipping,21749,276,recycle,1,0.0,-1476
Kitchen,B,02_changed_mind,26973,235,liquidate,0,0.0,958
Kitchen,C,04_incorrect_item,29633,366,donate,0,4.498526625244658,276
Apparel,B,04_incorrect_item,12739,143,donate,0,8.202237776831254,148
Apparel,B,01_defective,21974,389,refurbish,0,3.2329526269166795,12741
Beauty,B,02_changed_mind,6578,271,keep_it,0,0.0,24
Beauty,B,02_changed_mind,5422,474,keep_it,0,0.0,93
Electronics,B,01_defective,13184,195,refurbish,0,2.8479667959151547,7157
Kitchen,B,02_changed_mind,17192,79,keep_it,0,0.0,61
Kitchen,A,02_changed_mind,2199,248,keep_it,0,0.0,11
Kitchen,C,04_incorrect_item,10388,175,donate,0,5.530013666621688,289
Apparel,C,01_defective,14040,367,refurbish,0,4.131912921094926,5966
Apparel,B,01_defective,9553,110,refurbish,0,4.318177055696221,8687
Beauty,C,02_changed_mind,11273,301,liquidate,0,0.0,-1671
Electronics,B,04_incorrect_item,13399,424,liquidate,0,0.0,-1217
Kitchen,A,03_damaged_shipping,13021,262,recycle,1,0.0,-2470
Electronics,A,02_changed_mind,16131,461,keep_it,0,0.0,60
Kitchen,B,02_changed_mind,13656,386,keep_it,0,0.0,60
Kitchen,D,03_damaged_shipping,15782,289,liquidate,0,0.0,740
Electronics,B,02_changed_mind,8154,298,keep_it,0,0.0,22
Electronics,C,03_damaged_shipping,26311,382,recycle,1,0.0,-1489
Kitchen,A,02_changed_mind,29929,349,keep_it,0,0.0,74
Apparel,B,02_changed_mind,23862,498,liquidate,0,0.0,-1084
Beauty,C,02_changed_mind,22959,165,liquidate,0,0.0,-1061
Apparel,C,01_defective,26442,428,refurbish,0,2.3920324037206546,4537
Kitchen,A,04_incorrect_item,22892,57,donate,0,8.471404175394474,235
Kitchen,C,03_damaged_shipping,26227,434,liquidate,0,0.0,129
Apparel,A,02_changed_mind,14796,109,keep_it,0,0.0,65
Apparel,B,02_changed_mind,10847,76,liquidate,0,0.0,625
Apparel,B,01_defective,4666,396,refurbish,0,3.6432243212836344,12822
Electronics,B,01_defective,29277,137,refurbish,0,3.8840133165949626,8353
Apparel,A,02_changed_mind,1761,452,liquidate,0,0.0,-1759
Kitchen,B,02_changed_mind,28713,328,keep_it,0,0.0,18
Kitchen,A,01_defective,10679,374,refurbish,0,1.6963198685306633,8493
Apparel,B,02_changed_mind,6773,325,liquidate,0,0.0,-302
Apparel,A,02_changed_mind,1738,396,keep_it,0,0.0,40
Kitchen,B,02_changed_mind,8181,450,liquidate,0,0.0,-645
Kitchen,A,02_changed_mind,951,366,keep_it,0,0.0,44
Beauty,B,01_defective,29356,382,refurbish,0,2.8834163546473217,16273
Electronics,B,03_damaged_shipping,28512,58,liquidate,0,0.0,1093
Beauty,B,03_damaged_shipping,1204,417,liquidate,0,0.0,-1930
Electronics,A,02_changed_mind,7380,466,keep_it,0,0.0,95
Kitchen,A,02_changed_mind,21726,284,liquidate,0,0.0,-292
Apparel,C,02_changed_mind,5253,383,keep_it,0,0.0,94
Electronics,D,02_changed_mind,4639,245,keep_it,0,0.0,86
Electronics,C,02_changed_mind,9169,215,liquidate,0,0.0,-1389
Beauty,B,02_changed_mind,13673,395,liquidate,0,0.0,390
Kitchen,B,03_damaged_shipping,8732,339,liquidate,0,0.0,-124
Electronics,B,02_changed_mind,18456,258,liquidate,0,0.0,-541
Electronics,A,01_defective,11563,132,refurbish,0,3.2172488115592235,5985
Apparel,B,01_defective,23457,344,refurbish,0,1.6799106449895045,2175
Beauty,A,03_damaged_shipping,17180,379,liquidate,0,0.0,519
Kitchen,A,03_damaged_shipping,26405,283,liquidate,0,0.0,-1274
Electronics,A,02_changed_mind,9793,168,keep_it,0,0.0,23
Apparel,D,04_incorrect_item,19898,499,liquidate,0,0.0,-518
Apparel,C,02_changed_mind,4786,165,keep_it,0,0.0,43
Beauty,B,01_defective,15554,184,refurbish,0,1.060450244703167,11715
Kitchen,B,02_changed_mind,13257,63,keep_it,0,0.0,74
Beauty,D,01_defective,11005,475,refurbish,0,1.9981975913497552,3462
Apparel,B,02_changed_mind,4695,334,keep_it,0,0.0,34
Electronics,B,02_changed_mind,2459,306,keep_it,0,0.0,60
Electronics,C,02_changed_mind,29121,243,liquidate,0,0.0,-1226
Electronics,B,03_damaged_shipping,7299,78,liquidate,0,0.0,491
Electronics,B,03_damaged_shipping,29994,439,recycle,1,0.0,-4990
Beauty,B,02_changed_mind,29945,100,keep_it,0,0.0,67
Apparel,A,01_defective,299,397,recycle,1,0.0,-4073
Beauty,A,03_damaged_shipping,4628,351,liquidate,0,0.0,437
Electronics,B,02_changed_mind,21025,112,keep_it,0,0.0,17
Kitchen,B,03_damaged_shipping,16280,417,liquidate,0,0.0,884
Beauty,B,02_changed_mind,5839,60,liquidate,0,0.0,-1299
Beauty,C,02_changed_mind,24126,88,keep_it,0,0.0,16
Electronics,A,02_changed_mind,19837,447,keep_it,0,0.0,54
Kitchen,A,02_changed_mind,14187,400,keep_it,0,0.0,39
Beauty,C,02_changed_mind,27558,181,liquidate,0,0.0,1011
Kitchen,B,04_incorrect_item,12861,226,liquidate,0,0.0,-262
Beauty,A,04_incorrect_item,29632,449,liquidate,0,0.0,-1754
Kitchen,A,02_changed_mind,10133,270,keep_it,0,0.0,85
Kitchen,C,02_changed_mind,29144,275,liquidate,0,0.0,265
Electronics,B,03_damaged_shipping,3708,158,recycle,1,0.0,-3955
Electronics,B,02_changed_mind,18144,299,liquidate,0,0.0,605
Kitchen,C,02_changed_mind,23992,60,keep_it,0,0.0,20
Apparel,D,01_defective,23508,224,recycle,1,0.0,-2174
Apparel,C,01_defective,20567,150,refurbish,0,1.651008284707272,16442
Electronics,B,02_changed_mind,17706,264,liquidate,0,0.0,-1786
Electronics,A,01_defective,16820,374,refurbish,0,3.8486895428410826,9319
Electronics,C,04_incorrect_item,19791,221,donate,0,6.858817956040792,73
Kitchen,C,02_changed_mind,29591,199,liquidate,0,0.0,-1011
Beauty,A,01_defective,4053,469,recycle,1,0.0,-2507
Apparel,D,02_changed_mind,21377,205,keep_it,0,0.0,74
Kitchen,A,02_changed_mind,8129,85,liquidate,0,0.0,-1203
Electronics,B,02_changed_mind,437,226,keep_it,0,0.0,95
Kitchen,B,02_changed_mind,11262,117,keep_it,0,0.0,41
Apparel,A,04_incorrect_item,10798,119,donate,0,6.21274920495937,292
Apparel,A,02_changed_mind,23506,491,liquidate,0,0.0,1099
Apparel,C,03_damaged_shipping,14294,185,liquidate,0,0.0,-753
Electronics,A,02_changed_mind,15194,73,liquidate,0,0.0,-407
Kitchen,B,02_changed_mind,3763,458,liquidate,0,0.0,961
Apparel,B,04_incorrect_item,16368,300,donate,0,7.020542713862181,108
Beauty,D,03_damaged_shipping,25378,480,recycle,1,0.0,-46
Kitchen,D,02_changed_mind,25923,125,liquidate,0,0.0,-295
Apparel,C,02_changed_mind,11108,399,liquidate,0,0.0,940
Electronics,B,02_changed_mind,6098,311,liquidate,0,0.0,-812
Beauty,B,04_incorrect_item,14682,136,liquidate,0,0.0,-1119
Kitchen,A,03_damaged_shipping,2611,54,liquidate,0,0.0,-294
Beauty,B,02_changed_mind,12108,311,keep_it,0,0.0,93
Electronics,B,01_defective,18025,191,refurbish,0,4.242959915661391,11230
Beauty,A,02_changed_mind,16029,268,keep_it,0,0.0,78
Kitchen,C,03_damaged_shipping,796,183,recycle,1,0.0,-3764
Electronics,B,02_changed_mind,26982,442,keep_it,0,0.0,58
Electronics,B,04_incorrect_item,7265,362,donate,0,7.39790502755376,113
Beauty,B,02_changed_mind,4458,403,keep_it,0,0.0,50
Beauty,A,02_changed_mind,21343,110,keep_it,0,0.0,83
Kitchen,B,02_changed_mind,5443,353,keep_it,0,0.0,41
Beauty,D,01_defective,26651,486,recycle,1,0.0,-900
Beauty,D,02_changed_mind,13976,310,keep_it,0,0.0,94
Apparel,B,01_defective,9075,430,refurbish,0,1.692441723458169,16773
Apparel,A,04_incorrect_item,2107,357,donate,0,9.823075317513572,141
Kitchen,B,02_changed_mind,5463,490,liquidate,0,0.0,1051
Apparel,A,02_changed_mind,19022,383,keep_it,0,0.0,93
Electronics,A,02_changed_mind,5208,362,liquidate,0,0.0,-1520
Beauty,B,01_defective,4358,167,refurbish,0,4.7240922590802885,3370
Apparel,C,03_damaged_shipping,24785,151,recycle,1,0.0,-3214
Electronics,B,04_incorrect_item,19662,418,donate,0,7.271484137016528,261
Beauty,D,03_damaged_shipping,20151,191,liquidate,0,0.0,-1671
Beauty,C,01_defective,12860,111,recycle,1,0.0,-3122
Kitchen,C,01_defective,8264,89,refurbish,0,1.754337338369596,6512
Beauty,B,04_incorrect_item,28996,380,liquidate,0,0.0,256
Kitchen,B,02_changed_mind,12300,398,liquidate,0,0.0,-302
Electronics,B,02_changed_mind,19314,371,keep_it,0,0.0,91
Electronics,A,01_defective,27073,323,refurbish,0,3.8097754964159476,15525
Electronics,B,02_changed_mind,4428,254,keep_it,0,0.0,33
Apparel,A,03_damaged_shipping,4465,362,liquidate,0,0.0,-1860
Apparel,C,02_changed_mind,3555,285,keep_it,0,0.0,95
Beauty,B,01_defective,26544,283,refurbish,0,2.993051473686181,15255
Kitchen,A,01_defective,29170,321,refurbish,0,3.3533993135840525,6217
Electronics,D,02_changed_mind,29321,61,liquidate,0,0.0,-920
Apparel,C,02_changed_mind,7575,203,keep_it,0,0.0,52
Beauty,A,02_changed_mind,4184,102,keep_it,0,0.0,93
Apparel,B,02_changed_mind,22845,179,keep_it,0,0.0,60
Apparel,B,01_defective,3176,109,refurbish,0,4.72867570855548,2961
Apparel,A,03_damaged_shipping,20354,244,recycle,1,0.0,-550
Apparel,D,02_changed_mind,16769,215,keep_it,0,0.0,91
Apparel,B,02_changed_mind,1677,320,keep_it,0,0.0,37
Apparel,B,03_damaged_shipping,25889,254,recycle,1,0.0,-3152
Beauty,B,01_defective,28460,295,refurbish,0,3.0521768822993978,3822
Beauty,C,02_changed_mind,21352,356,keep_it,0,0.0,38
Electronics,C,01_defective,11117,123,refurbish,0,4.530927004595453,12259
Kitchen,A,03_damaged_shipping,16868,361,liquidate,0,0.0,719
Electronics,A,02_changed_mind,5390,373,keep_it,0,0.0,21
Electronics,A,01_defective,10455,492,refurbish,0,2.84230335570531,12964
Kitchen,B,03_damaged_shipping,27449,441,liquidate,0,0.0,-400
Kitchen,B,01_defective,6282,334,refurbish,0,1.4611450775577746,4730
Apparel,B,03_damaged_shipping,23852,182,liquidate,0,0.0,-770
Electronics,A,02_changed_mind,5115,490,keep_it,0,0.0,31
Electronics,B,01_defective,7229,201,refurbish,0,4.970061456136818,3609
Electronics,A,04_incorrect_item,10561,126,donate,0,6.947307432646902,19
Electronics,C,01_defective,18252,488,refurbish,0,4.255568636858785,13841
Electronics,C,02_changed_mind,17220,316,keep_it,0,0.0,34
Kitchen,A,01_defective,17400,256,refurbish,0,2.0654789384487837,6898
Beauty,A,02_changed_mind,11854,282,liquidate,0,0.0,1124
Apparel,B,02_changed_mind,17581,364,liquidate,0,0.0,-1195
Beauty,B,01_defective,25015,336,refurbish,0,3.8016340835265883,4466
Beauty,B,04_incorrect_item,161,372,donate,0,5.088395291719649,62
Electronics,B,01_defective,26022,442,refurbish,0,4.196868221728877,4271
Kitchen,B,03_damaged_shipping,9474,317,recycle,1,0.0,-1586
Beauty,B,02_changed_mind,19156,311,liquidate,0,0.0,455
Apparel,B,03_damaged_shipping,3040,300,recycle,1,0.0,-3678
Electronics,B,02_changed_mind,23536,178,keep_it,0,0.0,17
Kitchen,A,01_defective,7050,314,refurbish,0,3.5829965323955473,16122
Kitchen,A,02_changed_mind,13287,235,keep_it,0,0.0,47
Beauty,A,02_changed_mind,29009,265,keep_it,0,0.0,28
Apparel,D,04_incorrect_item,23454,105,liquidate,0,0.0,-717
Beauty,A,02_changed_mind,8124,225,keep_it,0,0.0,59
Beauty,A,02_changed_mind,29609,135,liquidate,0,0.0,19
Apparel,A,01_defective,14564,451,refurbish,0,3.553610126974191,11066
Beauty,D,02_changed_mind,20687,211,liquidate,0,0.0,-28
Apparel,A,03_damaged_shipping,3030,136,liquidate,0,0.0,166
Electronics,A,02_changed_mind,10181,137,liquidate,0,0.0,-289
Beauty,B,02_changed_mind,21681,362,keep_it,0,0.0,15
Kitchen,A,02_changed_mind,2387,194,liquidate,0,0.0,769
Apparel,B,02_changed_mind,3847,335,keep_it,0,0.0,41
Kitchen,A,02_changed_mind,9445,344,liquidate,0,0.0,-951
Electronics,A,01_defective,15824,172,refurbish,0,4.38554850645451,5561
Beauty,B,01_defective,21801,253,refurbish,0,3.0599499451065078,4870
Kitchen,B,03_damaged_shipping,25403,463,liquidate,0,0.0,-960
Beauty,D,03_damaged_shipping,1998,491,liquidate,0,0.0,-1930
Beauty,B,01_defective,8843,67,refurbish,0,4.8437707592251344,3896
Kitchen,A,01_defective,25236,159,refurbish,0,2.389754596179555,9034
Beauty,A,04_incorrect_item,11608,328,donate,0,6.014295045205746,258
Apparel,A,03_damaged_shipping,17877,498,recycle,1,0.0,-3728
Kitchen,D,02_changed_mind,7129,188,keep_it,0,0.0,50
Apparel,B,02_changed_mind,22321,62,liquidate,0,0.0,-1534
Apparel,B,02_changed_mind,467,210,liquidate,0,0.0,-984
Beauty,A,02_changed_mind,7376,497,liquidate,0,0.0,135
Kitchen,A,02_changed_mind,12712,178,keep_it,0,0.0,100
Apparel,B,01_defective,283,209,refurbish,0,3.2527691135947765,17947
Kitchen,B,03_damaged_shipping,9599,151,recycle,1,0.0,-1257
Beauty,A,04_incorrect_item,8662,65,donate,0,5.634809770363756,90
Electronics,C,01_defective,14799,101,recycle,1,0.0,-3446
Beauty,A,03_damaged_shipping,3814,499,liquidate,0,0.0,-1909
Kitchen,B,02_changed_mind,15907,300,keep_it,0,0.0,41
Kitchen,C,04_incorrect_item,5473,356,liquidate,0,0.0,-1183
Beauty,B,02_changed_mind,17432,238,liquidate,0,0.0,1092
Beauty,B,03_damaged_shipping,3101,264,liquidate,0,0.0,411
Apparel,C,03_damaged_shipping,27026,72,recycle,1,0.0,-331
Electronics,C,02_changed_mind,6154,269,keep_it,0,0.0,11
Electronics,A,02_changed_mind,21933,239,liquidate,0,0.0,-1062
Beauty,B,02_changed_mind,18008,121,liquidate,0,0.0,-1564
Kitchen,B,02_changed_mind,18022,69,liquidate,0,0.0,-1012
Beauty,B,04_incorrect_item,27869,454,liquidate,0,0.0,282
Apparel,D,01_defective,22579,461,recycle,1,0.0,-4038
Apparel,A,02_changed_mind,24964,145,liquidate,0,0.0,-539
Beauty,A,02_changed_mind,1512,426,keep_it,0,0.0,72
Kitchen,B,01_defective,11581,484,refurbish,0,2.390127073264009,10513
Beauty,B,02_changed_mind,16484,192,liquidate,0,0.0,-1688
Beauty,B,03_damaged_shipping,13233,362,liquidate,0,0.0,799
Apparel,C,04_incorrect_item,26944,441,donate,0,8.381135633752088,297
Electronics,B,03_damaged_shipping,26308,106,recycle,1,0.0,-2413
Kitchen,B,02_changed_mind,25980,422,keep_it,0,0.0,58
Beauty,A,02_changed_mind,26135,149,liquidate,0,0.0,205
Apparel,C,02_changed_mind,29641,448,liquidate,0,0.0,1166
Kitchen,B,04_incorrect_item,3787,326,liquidate,0,0.0,-964
Kitchen,B,02_changed_mind,28960,417,keep_it,0,0.0,67
Beauty,C,02_changed_mind,21564,234,liquidate,0,0.0,62
Beauty,B,02_changed_mind,27314,409,keep_it,0,0.0,88
Apparel,B,02_changed_mind,4710,98,liquidate,0,0.0,69
Beauty,B,04_incorrect_item,12105,392,liquidate,0,0.0,-394
Apparel,A,04_incorrect_item,23451,343,liquidate,0,0.0,-39
Electronics,B,04_incorrect_item,23398,189,donate,0,9.536412511910147,132
Apparel,D,01_defective,26743,435,recycle,1,0.0,-102
Electronics,C,02_changed_mind,21991,297,keep_it,0,0.0,21
Apparel,B,03_damaged_shipping,16734,93,recycle,1,0.0,-2722
Apparel,B,02_changed_mind,17176,244,liquidate,0,0.0,-1955
Kitchen,C,01_defective,11936,373,refurbish,0,2.632752029469135,2140
Electronics,D,02_changed_mind,13691,64,liquidate,0,0.0,-1789
Apparel,B,02_changed_mind,17267,137,keep_it,0,0.0,35
Kitchen,A,02_changed_mind,336,151,keep_it,0,0.0,49
Apparel,B,03_damaged_shipping,17290,419,liquidate,0,0.0,123
Kitchen,A,02_changed_mind,818,255,keep_it,0,0.0,42
Kitchen,B,02_changed_mind,27961,387,liquidate,0,0.0,1039
Electronics,C,03_damaged_shipping,25802,451,liquidate,0,0.0,-1619
Beauty,A,04_incorrect_item,6604,104,donate,0,4.76551301757491,120
Electronics,A,01_defective,12061,226,refurbish,0,3.611866625426056,7706
Apparel,B,03_damaged_shipping,24064,222,recycle,1,0.0,-4761
Beauty,C,02_changed_mind,1112,219,liquidate,0,0.0,-1755
Apparel,B,02_changed_mind,28999,298,keep_it,0,0.0,95
Electronics,A,02_changed_mind,15477,421,keep_it,0,0.0,22
Electronics,B,01_defective,3065,65,recycle,1,0.0,-2151
Beauty,D,02_changed_mind,13571,288,keep_it,0,0.0,60
Kitchen,A,01_defective,3696,446,recycle,1,0.0,-2981
Electronics,B,02_changed_mind,22096,290,liquidate,0,0.0,-1277
Beauty,B,02_changed_mind,24639,154,keep_it,0,0.0,61
Electronics,B,01_defective,3541,277,recycle,1,0.0,-1397
Electronics,A,03_damaged_shipping,4008,485,recycle,1,0.0,-4559
Beauty,A,02_changed_mind,28141,432,keep_it,0,0.0,10
Apparel,C,03_damaged_shipping,11916,456,liquidate,0,0.0,873
Electronics,B,02_changed_mind,8725,127,keep_it,0,0.0,40
Apparel,B,01_defective,23639,339,refurbish,0,1.4021704306015095,12242
Kitchen,A,02_changed_mind,21197,85,keep_it,0,0.0,14
Kitchen,D,02_changed_mind,14419,389,liquidate,0,0.0,-961
Kitchen,B,02_changed_mind,7491,190,liquidate,0,0.0,-145
Kitchen,B,01_defective,12929,454,refurbish,0,4.938662760876078,2550
Apparel,B,03_damaged_shipping,13833,132,recycle,1,0.0,-572
Electronics,A,01_defective,5707,223,refurbish,0,3.4852085355785225,7322
Electronics,A,02_changed_mind,15351,94,liquidate,0,0.0,-730
Kitchen,C,02_changed_mind,3384,368,liquidate,0,0.0,307
Electronics,B,02_changed_mind,18768,314,liquidate,0,0.0,-1447
Apparel,D,03_damaged_shipping,29986,147,recycle,1,0.0,-187
Kitchen,B,03_damaged_shipping,26903,386,recycle,1,0.0,583
Kitchen,C,02_changed_mind,8503,338,keep_it,0,0.0,13
Electronics,B,01_defective,28848,340,refurbish,0,1.3709226735728763,10174
Apparel,A,04_incorrect_item,10708,186,liquidate,0,0.0,-639
Electronics,D,02_changed_mind,2925,230,liquidate,0,0.0,343
Apparel,B,02_changed_mind,11565,306,keep_it,0,0.0,54
Electronics,B,03_damaged_shipping,27879,194,recycle,1,0.0,-825
Beauty,D,02_changed_mind,9664,430,keep_it,0,0.0,98
Beauty,C,01_defective,22266,57,refurbish,0,1.748536496079562,14473
Apparel,B,04_incorrect_item,12940,171,donate,0,6.580924150863362,129
Electronics,B,02_changed_mind,3312,186,liquidate,0,0.0,-976
Apparel,A,03_damaged_shipping,15006,476,recycle,1,0.0,-4069
Apparel,B,01_defective,15279,401,refurbish,0,1.0908561637017806,13287
Kitchen,B,01_defective,24486,225,refurbish,0,1.742402384341435,4055
Electronics,D,03_damaged_shipping,16445,479,liquidate,0,0.0,459
Beauty,C,01_defective,1174,392,recycle,1,0.0,-2037
Apparel,C,02_changed_mind,16557,412,keep_it,0,0.0,48
Apparel,C,02_changed_mind,13008,491,keep_it,0,0.0,80
Beauty,A,01_defective,23916,260,refurbish,0,4.74750220184945,9474
Apparel,B,04_incorrect_item,6847,480,liquidate,0,0.0,614
Kitchen,A,01_defective,26964,499,refurbish,0,1.896111972707145,15586
Apparel,A,02_changed_mind,16449,446,keep_it,0,0.0,59
Apparel,B,02_changed_mind,7224,238,liquidate,0,0.0,1146
Apparel,B,04_incorrect_item,15052,52,liquidate,0,0.0,-1093
Electronics,B,02_changed_mind,29301,73,keep_it,0,0.0,48
Apparel,D,04_incorrect_item,1944,407,liquidate,0,0.0,283
Beauty,B,02_changed_mind,5828,190,keep_it,0,0.0,78
Apparel,B,03_damaged_shipping,15109,196,recycle,1,0.0,266
Kitchen,C,03_damaged_shipping,23112,348,recycle,1,0.0,-1639
Apparel,B,02_changed_mind,29010,286,keep_it,0,0.0,28
Kitchen,A,01_defective,13053,315,refurbish,0,4.7335300588827165,17855
Apparel,A,02_changed_mind,22745,440,liquidate,0,0.0,-891
Electronics,C,01_defective,2071,432,recycle,1,0.0,-2151
Beauty,A,01_defective,23518,299,refurbish,0,1.9210656844056149,9234
Electronics,A,01_defective,22045,252,refurbish,0,1.2836013845568184,3831
Apparel,C,03_damaged_shipping,7578,188,recycle,1,0.0,-3050
Beauty,A,01_defective,19777,367,refurbish,0,1.5348446514697347,13841
Electronics,B,03_damaged_shipping,18227,84,liquidate,0,0.0,-539
Electronics,C,04_incorrect_item,15072,148,donate,0,9.424696878885946,138
Kitchen,B,03_damaged_shipping,11898,78,recycle,1,0.0,588
Apparel,B,02_changed_mind,12259,416,liquidate,0,0.0,-286
Beauty,C,02_changed_mind,2643,437,keep_it,0,0.0,78
Electronics,B,02_changed_mind,15363,454,liquidate,0,0.0,-1767
Electronics,B,03_damaged_shipping,25450,209,liquidate,0,0.0,71
Apparel,A,02_changed_mind,24766,51,liquidate,0,0.0,-876
Kitchen,A,04_incorrect_item,29097,186,liquidate,0,0.0,941
Kitchen,C,02_changed_mind,29818,412,keep_it,0,0.0,98
Electronics,C,02_changed_mind,3334,377,liquidate,0,0.0,-124
Kitchen,D,04_incorrect_item,26447,62,donate,0,8.107912406572439,17
Kitchen,B,03_damaged_shipping,23021,476,liquidate,0,0.0,-1298
Beauty,A,03_damaged_shipping,19639,159,recycle,1,0.0,-2420
Electronics,B,03_damaged_shipping,29498,498,liquidate,0,0.0,108
Electronics,B,03_damaged_shipping,8172,199,liquidate,0,0.0,1029
Kitchen,A,04_incorrect_item,14085,489,liquidate,0,0.0,-1347
Apparel,B,02_changed_mind,13100,221,keep_it,0,0.0,48
Beauty,A,01_defective,20193,298,refurbish,0,1.9959927921307616,12891
Beauty,C,02_changed_mind,26070,491,liquidate,0,0.0,-1921
Kitchen,B,02_changed_mind,16080,378,keep_it,0,0.0,23
Apparel,B,02_changed_mind,4644,325,keep_it,0,0.0,81
Electronics,A,02_changed_mind,20824,216,keep_it,0,0.0,86
Apparel,C,03_damaged_shipping,29182,230,liquidate,0,0.0,-201
Apparel,A,02_changed_mind,11923,200,liquidate,0,0.0,-1024
Electronics,B,03_damaged_shipping,7095,257,recycle,1,0.0,-3848
Apparel,B,02_changed_mind,18614,449,liquidate,0,0.0,-1299
Beauty,C,02_changed_mind,26489,399,liquidate,0,0.0,-1641
Electronics,B,03_damaged_shipping,377,439,liquidate,0,0.0,563
Apparel,B,02_changed_mind,1579,99,keep_it,0,0.0,95
Beauty,B,03_damaged_shipping,27055,195,liquidate,0,0.0,-1403
Kitchen,C,01_defective,14846,316,refurbish,0,1.2572016258940444,17949
Kitchen,C,02_changed_mind,16798,225,liquidate,0,0.0,982
Beauty,A,02_changed_mind,23406,215,keep_it,0,0.0,66
Kitchen,C,03_damaged_shipping,11090,242,liquidate,0,0.0,825
Apparel,A,02_changed_mind,12795,411,liquidate,0,0.0,-1063
Apparel,A,01_defective,11670,382,refurbish,0,4.651313675184895,4079
Apparel,C,03_damaged_shipping,18599,68,recycle,1,0.0,-3212
Beauty,A,02_changed_mind,21601,217,liquidate,0,0.0,-1153
Electronics,D,03_damaged_shipping,28549,218,recycle,1,0.0,-380
Electronics,B,03_damaged_shipping,3090,494,liquidate,0,0.0,0
Kitchen,B,02_changed_mind,8017,166,liquidate,0,0.0,-1296
Apparel,D,02_changed_mind,16402,215,keep_it,0,0.0,59
Apparel,C,02_changed_mind,16544,112,liquidate,0,0.0,-1802
Electronics,C,01_defective,2078,266,recycle,1,0.0,-3901
Electronics,B,02_changed_mind,21161,74,liquidate,0,0.0,-1787
Beauty,C,04_incorrect_item,19732,402,donate,0,7.572473425734842,227
Beauty,B,01_defective,25700,174,refurbish,0,1.9024214038698806,13995
Apparel,B,03_damaged_shipping,13276,168,recycle,1,0.0,-3592
Beauty,C,02_changed_mind,23116,213,keep_it,0,0.0,15
Electronics,B,02_changed_mind,23389,75,liquidate,0,0.0,1048
Electronics,B,02_changed_mind,25380,218,keep_it,0,0.0,51
Kitchen,A,02_changed_mind,13340,341,keep_it,0,0.0,13
Apparel,C,03_damaged_shipping,22544,303,liquidate,0,0.0,289
Kitchen,B,01_defective,25547,323,refurbish,0,3.52747934824714,15350
Beauty,C,03_damaged_shipping,138,366,liquidate,0,0.0,631
Kitchen,B,01_defective,29216,200,refurbish,0,4.798339146877878,10200
Apparel,D,02_changed_mind,2512,375,keep_it,0,0.0,42
Beauty,A,02_changed_mind,16136,443,keep_it,0,0.0,18
Beauty,B,03_damaged_shipping,645,369,liquidate,0,0.0,-213
Kitchen,A,02_changed_mind,27355,369,liquidate,0,0.0,-548
Beauty,B,02_changed_mind,22104,494,liquidate,0,0.0,-875
Beauty,B,03_damaged_shipping,23755,306,liquidate,0,0.0,-1968
Kitchen,C,02_changed_mind,5534,166,liquidate,0,0.0,1031
Kitchen,C,04_incorrect_item,22586,221,liquidate,0,0.0,-1512
Apparel,B,03_damaged_shipping,1776,125,liquidate,0,0.0,-541
Kitchen,C,01_defective,3919,449,refurbish,0,1.0409085045331214,16469
Electronics,C,01_defective,2202,493,recycle,1,0.0,193
Apparel,D,02_changed_mind,8133,419,keep_it,0,0.0,47
Electronics,A,02_changed_mind,8665,264,keep_it,0,0.0,32
Kitchen,B,01_defective,21229,481,refurbish,0,1.3676333178801463,6297
Kitchen,A,04_incorrect_item,12973,226,liquidate,0,0.0,616
Apparel,B,02_changed_mind,26105,318,keep_it,0,0.0,60
Kitchen,B,01_defective,15540,361,refurbish,0,4.294862116191729,9056
Apparel,B,02_changed_mind,7283,199,keep_it,0,0.0,41
Apparel,C,02_changed_mind,15114,357,liquidate,0,0.0,119
Beauty,A,01_defective,23813,203,refurbish,0,3.452864652952918,13662
Beauty,B,02_changed_mind,9270,358,liquidate,0,0.0,396
Kitchen,C,03_damaged_shipping,12571,245,recycle,1,0.0,-2830
Apparel,C,02_changed_mind,20026,223,keep_it,0,0.0,82
Electronics,B,01_defective,20696,180,refurbish,0,3.43946595927381,12162
Beauty,A,02_changed_mind,1618,287,liquidate,0,0.0,392
Beauty,A,02_changed_mind,3433,248,keep_it,0,0.0,69
Kitchen,B,04_incorrect_item,13626,442,liquidate,0,0.0,1139
Kitchen,B,02_changed_mind,13369,347,liquidate,0,0.0,1037
Electronics,B,02_changed_mind,9062,284,keep_it,0,0.0,76
Apparel,B,04_incorrect_item,25156,282,donate,0,8.699480104636159,218
Kitchen,B,02_changed_mind,6529,198,keep_it,0,0.0,13
Beauty,B,01_defective,24370,338,refurbish,0,4.38063216619509,15811
Beauty,C,03_damaged_shipping,7873,285,recycle,1,0.0,-1753
